complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
17-0401,28691064,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,18405458,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,70414735,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,28691064,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,71635248,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,88118860,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,88118860,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,28691064,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,18405458,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,18405458,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,70414735,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,71635248,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,71635248,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,39279481,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,34833795,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,39279481,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,34833795,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,35455552,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,34833795,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,35455552,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,35455552,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
17-0401,39279481,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0402,45317499,black,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0403,88548356,black,female,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0404,NA,NA,NA,NA,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0405,71780473,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0406,37181779,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0406,14897386,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0407,97089540,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0408,14578439,black,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0408,14578439,black,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0408,49098855,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0408,49098855,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0409,63972799,latino,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0409,73155137,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0409,73155137,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0409,67598459,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0409,67598459,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0410,14056589,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0410,14056589,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0410,14056589,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0410,14056589,white,male,0200 02ND DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0410,14056589,white,male,0200 02ND DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0410,61784974,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0411,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0411,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0411,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0411,13186265,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0411,13186265,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0411,13186265,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0412,31799852,black,male,3900 39TH DISTRICT,Domestic,No Sustained Findings,Not Applicable
17-0413,26554223,white,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0413,99956628,latino,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0413,96776430,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0414,82000162,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0414,99616739,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0414,82000162,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0414,99616739,latino,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0414,99616739,latino,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
17-0414,99616739,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0414,82000162,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0415,97023965,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0415,69423562,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0416,99868051,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0416,10314714,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0416,10314714,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0416,10314714,latino,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
17-0416,10314714,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0417,45395948,white,female,5900 EAST DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
17-0418,29113695,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0418,53211690,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0418,18990480,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0418,53211690,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0419,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
17-0420,16739656,white,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0420,73690721,black,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0421,73738786,black,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0422,26295015,white,male,0800 08TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0422,26321451,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0423,79616987,black,male,2200 22ND DISTRICT,Disciplinary Code Violation,Sustained Finding,Guilty Finding
17-0423,79616987,black,male,2200 22ND DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0424,27483426,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0424,87020570,latino,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0424,87020570,latino,male,1900 19TH DISTRICT,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
17-0424,24653245,black,female,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0424,24653245,black,female,1900 19TH DISTRICT,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
17-0424,87020570,latino,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0424,27483426,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0424,27483426,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0424,24653245,black,female,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0424,27483426,white,male,1900 19TH DISTRICT,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
17-0424,24653245,black,female,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0424,87020570,latino,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0424,36076452,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0424,45223256,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0424,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
17-0424,36076452,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0424,45223256,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0424,36076452,white,male,1900 19TH DISTRICT,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
17-0424,45223256,white,male,1900 19TH DISTRICT,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
17-0424,45223256,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0424,36076452,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0425,65136834,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0425,65136834,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0425,80495550,black,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0425,80495550,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0426,63402883,latino,female,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0427,67527219,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0427,32724420,white,female,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0427,67527219,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0427,67527219,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0427,47734491,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0427,47734491,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0427,71848451,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0427,47734491,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0428,37944986,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0428,37944986,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0428,92106210,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0429,79967004,white,male,5900 EAST DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
17-0429,19156476,black,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0429,43926698,black,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0429,18752214,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0430,34970781,white,male,0200 02ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0430,41087778,white,male,0200 02ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0431,42148973,white,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0431,42951490,white,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0432,29113695,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0432,29659578,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0432,29659578,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0433,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
17-0434,36907464,white,male,5603 AUTOMOTIVE SERV UNT,Harassment,No Sustained Findings,Not Applicable
17-0434,36907464,white,male,5603 AUTOMOTIVE SERV UNT,Departmental Violation,No Sustained Findings,Not Applicable
17-0435,43079034,black,female,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
17-0435,19974786,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
17-0436,88385965,white,male,5900 EAST DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
17-0436,64738237,white,male,6002 MAJOR CRIMES UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0437,18405458,black,male,7401 NARC FIELD UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0437,28691064,black,male,7401 NARC FIELD UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0437,35455552,white,male,7402 STRIKE FORCE,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0438,89715997,latino,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0438,89715997,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0438,13869134,latino,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0438,13869134,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,21552526,white,male,6600 NORTHWEST DETECTIVE,Physical Abuse,No Sustained Findings,Not Applicable
17-0439,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,75612298,black,female,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0439,39468480,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0439,39468480,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,59060880,latino,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,59060880,latino,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,80979120,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0439,80979120,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0439,75612298,black,female,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0440,17870218,black,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
17-0440,17870218,black,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
17-0441,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
17-0441,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
17-0441,19259988,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0443,NA,NA,NA,NA,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0444,68816568,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0445,76539270,black,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
